discard_id,kyoku_id,hanchan_id,room_class_label,player_rel_seat,player_name,discard_tile_136,discard_tile_37_text,tsumogiri_flag,discard_epoch_s,thinking_time_ms,thinking_time_before_reach_ms,lagged,lag_delay_ms,seat0_hand_tiles_136_json,seat1_hand_tiles_136_json,seat2_hand_tiles_136_json,seat3_hand_tiles_136_json,seat0_hand_tiles_37_text,seat1_hand_tiles_37_text,seat2_hand_tiles_37_text,seat3_hand_tiles_37_text,shanten_after_discard,shanten_normal_after_discard,shanten_chiitoitsu_after_discard,wait_tiles_after_discard_mspz,ryanmen_fixed_flag,pystyle_top1_tile_37_text,pystyle_top1_expected_value_text,pystyle_top2_tile_37_text,pystyle_top2_expected_value_text,pystyle_top3_tile_37_text,pystyle_top3_expected_value_text
20260501100319_0000_028,20260501100319_0000,20260501100319,特上卓,2,Didi,65,8p,tedashi,1777597550,2940.76,,1,2198.889,"[21,18,25,17,70,67,64,84,20,5,68,88,8]",,,,2355667m 8899p 4r5s,,,,,,,,,,,,,,
20260501100319_0000_029,20260501100319_0000,20260501100319,特上卓,3,フレーゲデパルト,48,4p,risekichu_hokan_tsumogiri,1777597554,2092.663,,0,,"[21,18,25,17,70,67,64,84,20,5,68,88,8]",,,,2355667m 8899p 4r5s,,,,,,,,,,,,,,
20260501100319_0000_030,20260501100319_0000,20260501100319,特上卓,0,s6u,70,9p,tedashi,1777597557,3527.194,,2,3876.952,"[21,18,25,17,70,67,64,84,20,5,68,88,8,22]",,,,23556667m 8899p 4r5s,,,,2,2,2,,0,,,,,,
20260501100319_0000_031,20260501100319_0000,20260501100319,特上卓,1,n675,24,7m,tedashi,1777597563,1485.852,,1,1600.425,"[21,18,25,17,67,64,84,20,5,68,88,8,22]",,,,23556667m 889p 4r5s,,,,,,,,,,,,,,
20260501100319_0000_032,20260501100319_0000,20260501100319,特上卓,2,Didi,106,9s,risekichu_hokan_tsumogiri,1777597568,3836.441,,2,1696.787,"[21,18,25,17,67,64,84,20,5,68,88,8,22]",,,,23556667m 889p 4r5s,,,,,,,,,,,,,,
20260501100319_0000_033,20260501100319_0000,20260501100319,特上卓,1,n675,52,r5p,tedashi,1777597571,1375.24,,1,5433.843,"[21,18,25,17,67,64,84,20,5,68,88,8,22]",,,,23556667m 889p 4r5s,,,,,,,,,,,,,,
20260501100319_0000_034,20260501100319_0000,20260501100319,特上卓,2,Didi,34,9m,risekichu_hokan_tsumogiri,1777597578,1067.337,,0,,"[21,18,25,17,67,64,84,20,5,68,88,8,22]",,,,23556667m 889p 4r5s,,,,,,,,,,,,,,
20260501100319_0000_035,20260501100319_0000,20260501100319,特上卓,3,フレーゲデパルト,134,7z,risekichu_hokan_tsumogiri,1777597580,1818.862,,0,,"[21,18,25,17,67,64,84,20,5,68,88,8,22]",,,,23556667m 889p 4r5s,,,,,,,,,,,,,,
20260501100319_0000_036,20260501100319_0000,20260501100319,特上卓,0,s6u,68,9p,tedashi,1777597582,2882.797,,0,,"[21,18,25,17,67,64,84,20,5,68,88,8,22,13]",,,,234556667m 889p 4r5s,,,,1,1,3,,0,,,,,,
20260501100319_0000_037,20260501100319_0000,20260501100319,特上卓,1,n675,122,4z,risekichu_hokan_tsumogiri,1777597584,2080.642,,0,,"[21,18,25,17,67,64,84,20,5,88,8,22,13]",,,,234556667m 88p 4r5s,,,,,,,,,,,,,,
20260501100319_0000_038,20260501100319_0000,20260501100319,特上卓,2,Didi,108,1z,risekichu_hokan_tsumogiri,1777597588,3871.334,,0,,"[21,18,25,17,67,64,84,20,5,88,8,22,13]",,,,234556667m 88p 4r5s,,,,,,,,,,,,,,
20260501100319_0000_039,20260501100319_0000,20260501100319,特上卓,3,フレーゲデパルト,56,6p,risekichu_hokan_tsumogiri,1777597590,1975.623,,0,,"[21,18,25,17,67,64,84,20,5,88,8,22,13]",,,,234556667m 88p 4r5s,,,,,,,,,,,,,,
20260501100319_0000_040,20260501100319_0000,20260501100319,特上卓,0,s6u,130,6z,tsumogiri,1777597593,2218.576,,0,,"[21,18,25,17,67,64,84,20,5,88,8,22,13,130]",,,,234556667m 88p 4r5s 6z,,,,1,1,3,,0,,,,,,
20260501100319_0000_041,20260501100319_0000,20260501100319,特上卓,1,n675,135,7z,risekichu_hokan_tsumogiri,1777597595,2101.27,,0,,"[21,18,25,17,67,64,84,20,5,88,8,22,13]",,,,234556667m 88p 4r5s,,,,,,,,,,,,,,
20260501100319_0000_042,20260501100319_0000,20260501100319,特上卓,2,Didi,10,3m,tedashi,1777597617,22023.997,,2,1203.705,"[21,18,25,17,67,64,84,20,5,88,8,22,13]",,,,234556667m 88p 4r5s,,,,,,,,,,,,,,
20260501100319_0000_043,20260501100319_0000,20260501100319,特上卓,3,フレーゲデパルト,103,8s,tedashi,1777597619,926.581,,0,,"[21,18,25,17,67,64,84,20,5,88,8,22,13]",,,,234556667m 88p 4r5s,,,,,,,,,,,,,,
20260501100319_0000_044,20260501100319_0000,20260501100319,特上卓,0,s6u,73,1s,tsumogiri,1777597620,1675.395,,0,,"[21,18,25,17,67,64,84,20,5,88,8,22,13,73]",,,,234556667m 88p 14r5s,,,,1,1,3,,0,,,,,,
20260501100319_0000_045,20260501100319_0000,20260501100319,特上卓,1,n675,33,9m,risekichu_hokan_tsumogiri,1777597623,2563.626,,0,,"[21,18,25,17,67,64,84,20,5,88,8,22,13]",,,,234556667m 88p 4r5s,,,,,,,,,,,,,,
20260501100319_0000_046,20260501100319_0000,20260501100319,特上卓,2,Didi,0,1m,tedashi,1777597626,1133.745,2130.274,0,,"[21,18,25,17,67,64,84,20,5,88,8,22,13]",,,,234556667m 88p 4r5s,,,,,,,,,,,,,,
20260501100319_0000_047,20260501100319_0000,20260501100319,特上卓,3,フレーゲデパルト,110,1z,risekichu_hokan_tsumogiri,1777597627,1029.784,,0,,"[21,18,25,17,67,64,84,20,5,88,8,22,13]",,,,234556667m 88p 4r5s,,,,,,,,,,,,,,
20260501100319_0000_048,20260501100319_0000,20260501100319,特上卓,0,s6u,126,5z,tsumogiri,1777597629,1894.879,,0,,"[21,18,25,17,67,64,84,20,5,88,8,22,13,126]",,,,234556667m 88p 4r5s 5z,,,,1,1,3,,0,,,,,,
20260501100319_0100_000,20260501100319_0100,20260501100319,特上卓,3,フレーゲデパルト,112,2z,tedashi,1777597654,,,0,,"[101,2,9,85,59,99,51,33,103,69,63,7,25]",,,,12379m 4679p 4788s,,,,,,,,,,,,,,
20260501100319_0100_001,20260501100319_0100,20260501100319,特上卓,0,s6u,69,9p,tedashi,1777597656,2082.834,,0,,"[101,2,9,85,59,99,51,33,103,69,63,7,25,82]",,,,12379m 4679p 34788s,,,,2,2,5,,0,,,,,,
20260501100319_0100_002,20260501100319_0100,20260501100319,特上卓,1,n675,66,8p,tedashi,1777597661,4758.513,,0,,"[101,2,9,85,59,99,51,33,103,63,7,25,82]",,,,12379m 467p 34788s,,,,,,,,,,,,,,
20260501100319_0100_003,20260501100319_0100,20260501100319,特上卓,2,Didi,36,1p,tedashi,1777597668,6970.456,,0,,"[101,2,9,85,59,99,51,33,103,63,7,25,82]",,,,12379m 467p 34788s,,,,,,,,,,,,,,
20260501100319_0100_004,20260501100319_0100,20260501100319,特上卓,3,フレーゲデパルト,106,9s,tedashi,1777597669,1406.746,,1,1640.528,"[101,2,9,85,59,99,51,33,103,63,7,25,82]",,,,12379m 467p 34788s,,,,,,,,,,,,,,
20260501100319_0100_005,20260501100319_0100,20260501100319,特上卓,0,s6u,51,4p,tedashi,1777597674,2919.572,,1,2124.868,"[101,2,9,85,59,99,51,33,103,63,7,25,82,17]",,,,123579m 467p 34788s,,,,2,2,5,,0,,,,,,
20260501100319_0100_006,20260501100319_0100,20260501100319,特上卓,1,n675,109,1z,tedashi,1777597678,1743.066,,0,,"[101,2,9,85,59,99,33,103,63,7,25,82,17]",,,,123579m 67p 34788s,,,,,,,,,,,,,,
20260501100319_0100_007,20260501100319_0100,20260501100319,特上卓,2,Didi,108,1z,risekichu_hokan_tsumogiri,1777597705,27547.931,,0,,"[101,2,9,85,59,99,33,103,63,7,25,82,17]",,,,123579m 67p 34788s,,,,,,,,,,,,,,
20260501100319_0100_008,20260501100319_0100,20260501100319,特上卓,3,フレーゲデパルト,6,2m,tedashi,1777597707,1686.983,,6,240.448,"[101,2,9,85,59,99,33,103,63,7,25,82,17]",,,,123579m 67p 34788s,,,,,,,,,,,,,,
20260501100319_0100_009,20260501100319_0100,20260501100319,特上卓,0,s6u,48,4p,tsumogiri,1777597709,1716.722,,1,2156.06,"[101,2,9,85,59,99,33,103,63,7,25,82,17,48]",,,,123579m 467p 34788s,,,,2,2,5,,0,,,,,,
20260501100319_0100_010,20260501100319_0100,20260501100319,特上卓,1,n675,128,6z,tedashi,1777597713,2081.143,,0,,"[101,2,9,85,59,99,33,103,63,7,25,82,17]",,,,123579m 67p 34788s,,,,,,,,,,,,,,
20260501100319_0100_011,20260501100319_0100,20260501100319,特上卓,2,Didi,127,5z,tedashi,1777597721,8341.114,,0,,"[101,2,9,85,59,99,33,103,63,7,25,82,17]",,,,123579m 67p 34788s,,,,,,,,,,,,,,
20260501100319_0100_012,20260501100319_0100,20260501100319,特上卓,3,フレーゲデパルト,119,3z,risekichu_hokan_tsumogiri,1777597723,2020.886,,0,,"[101,2,9,85,59,99,33,103,63,7,25,82,17]",,,,123579m 67p 34788s,,,,,,,,,,,,,,
20260501100319_0100_013,20260501100319_0100,20260501100319,特上卓,0,s6u,78,2s,tsumogiri,1777597725,1641.386,,0,,"[101,2,9,85,59,99,33,103,63,7,25,82,17,78]",,,,123579m 67p 234788s,,,,1,1,5,,0,,,,,,
20260501100319_0100_014,20260501100319_0100,20260501100319,特上卓,1,n675,107,9s,tedashi,1777597731,5627.611,,0,,"[101,2,9,85,59,99,33,103,63,7,25,82,17]",,,,123579m 67p 34788s,,,,,,,,,,,,,,
20260501100319_0100_015,20260501100319_0100,20260501100319,特上卓,2,Didi,130,6z,risekichu_hokan_tsumogiri,1777597737,6534.798,,0,,"[101,2,9,85,59,99,33,103,63,7,25,82,17]",,,,123579m 67p 34788s,,,,,,,,,,,,,,
20260501100319_0100_016,20260501100319_0100,20260501100319,特上卓,3,フレーゲデパルト,61,7p,tedashi,1777597744,6535.257,,0,,"[101,2,9,85,59,99,33,103,63,7,25,82,17]",,,,123579m 67p 34788s,,,,,,,,,,,,,,
20260501100319_0100_017,20260501100319_0100,20260501100319,特上卓,0,s6u,97,7s,tsumogiri,1777597750,6466.864,,0,,"[101,2,9,85,59,99,33,103,63,7,25,82,17,97]",,,,123579m 67p 347788s,,,,2,2,4,,0,,,,,,
20260501100319_0100_018,20260501100319_0100,20260501100319,特上卓,1,n675,105,9s,tedashi,1777597753,2969.545,,0,,"[101,2,9,85,59,99,33,103,63,7,25,82,17]",,,,123579m 67p 34788s,,,,,,,,,,,,,,
20260501100319_0100_019,20260501100319_0100,20260501100319,特上卓,2,Didi,111,1z,risekichu_hokan_tsumogiri,1777597779,25665.055,,0,,"[101,2,9,85,59,99,33,103,63,7,25,82,17]",,,,123579m 67p 34788s,,,,,,,,,,,,,,
20260501100319_0100_020,20260501100319_0100,20260501100319,特上卓,3,フレーゲデパルト,117,3z,risekichu_hokan_tsumogiri,1777597781,1898.497,,0,,"[101,2,9,85,59,99,33,103,63,7,25,82,17]",,,,123579m 67p 34788s,,,,,,,,,,,,,,
20260501100319_0100_021,20260501100319_0100,20260501100319,特上卓,0,s6u,99,7s,tedashi,1777597784,2848.392,,0,,"[101,2,9,85,59,99,33,103,63,7,25,82,17,62]",,,,123579m 677p 34788s,,,,2,2,4,,0,,,,,,
20260501100319_0100_022,20260501100319_0100,20260501100319,特上卓,1,n675,114,2z,tedashi,1777597787,3149.166,,0,,"[101,2,9,85,59,33,103,63,7,25,82,17,62]",,,,123579m 677p 3488s,,,,,,,,,,,,,,
20260501100319_0100_023,20260501100319_0100,20260501100319,特上卓,2,Didi,84,4s,risekichu_hokan_tsumogiri,1777597787,0.0,,1,2615.058,"[101,2,9,85,59,33,103,63,7,25,82,17,62]",,,,123579m 677p 3488s,,,,,,,,,,,,,,
20260501100319_0100_024,20260501100319_0100,20260501100319,特上卓,3,フレーゲデパルト,77,2s,tedashi,1777597796,6511.35,,6,218.611,"[101,2,9,85,59,33,103,63,7,25,82,17,62]",,,,123579m 677p 3488s,,,,,,,,,,,,,,
20260501100319_0100_025,20260501100319_0100,20260501100319,特上卓,0,s6u,110,1z,tsumogiri,1777597797,1453.277,,0,,"[101,2,9,85,59,33,103,63,7,25,82,17,62,110]",,,,123579m 677p 3488s 1z,,,,2,2,4,,0,,,,,,
20260501100319_0100_026,20260501100319_0100,20260501100319,特上卓,1,n675,30,8m,tedashi,1777597803,5897.271,,0,,"[101,2,9,85,59,33,103,63,7,25,82,17,62]",,,,123579m 677p 3488s,,,,,,,,,,,,,,
20260501100319_0100_027,20260501100319_0100,20260501100319,特上卓,2,Didi,123,4z,tedashi,1777597807,4009.863,,1,1242.391,"[101,2,9,85,59,33,103,63,7,25,82,17,62]",,,,123579m 677p 3488s,,,,,,,,,,,,,,
20260501100319_0100_028,20260501100319_0100,20260501100319,特上卓,3,フレーゲデパルト,18,5m,tedashi,1777597815,6758.053,,0,,"[101,2,9,85,59,33,103,63,7,25,82,17,62]",,,,123579m 677p 3488s,,,,,,,,,,,,,,
20260501100319_0100_029,20260501100319_0100,20260501100319,特上卓,0,s6u,63,7p,tedashi,1777597817,2071.671,,0,,"[101,2,9,85,59,33,103,63,7,25,82,17,62,53]",,,,123579m 5677p 3488s,,,,1,1,4,,0,,,,,,
20260501100319_0100_030,20260501100319_0100,20260501100319,特上卓,1,n675,52,r5p,tedashi,1777597823,5508.033,,0,,"[101,2,9,85,59,33,103,7,25,82,17,62,53]",,,,123579m 567p 3488s,,,,,,,,,,,,,,
20260501100319_0100_031,20260501100319_0100,20260501100319,特上卓,2,Didi,64,8p,risekichu_hokan_tsumogiri,1777597827,3888.515,,0,,"[101,2,9,85,59,33,103,7,25,82,17,62,53]",,,,123579m 567p 3488s,,,,,,,,,,,,,,
20260501100319_0100_032,20260501100319_0100,20260501100319,特上卓,3,フレーゲデパルト,20,6m,risekichu_hokan_tsumogiri,1777597829,1908.653,,6,231.666,"[101,2,9,85,59,33,103,7,25,82,17,62,53]",,,,123579m 567p 3488s,,,,,,,,,,,,,,
20260501100319_0100_033,20260501100319_0100,20260501100319,特上卓,0,s6u,17,5m,tedashi,1777597832,1022.147,2082.403,6,23.868,"[101,2,9,85,59,33,103,7,25,82,17,62,53,29]",,,,1235789m 567p 3488s,,,,0,0,5,25s,0,,,,,,
20260501100319_0100_034,20260501100319_0100,20260501100319,特上卓,1,n675,87,4s,tedashi,1777597841,969.992,7579.915,2,5232.933,"[101,2,9,85,59,33,103,7,25,82,62,53,29]",,,,123789m 567p 3488s,,,,,,,,,,,,,,
20260501100319_0100_035,20260501100319_0100,20260501100319,特上卓,2,Didi,135,7z,tedashi,1777597846,29.713,,0,,"[101,2,9,85,59,33,103,7,25,82,62,53,29]",,,,123789m 567p 3488s,,,,,,,,,,,,,,
20260501100319_0100_036,20260501100319_0100,20260501100319,特上卓,3,フレーゲデパルト,72,1s,tedashi,1777597849,2844.031,,0,,"[101,2,9,85,59,33,103,7,25,82,62,53,29]",,,,123789m 567p 3488s,,,,,,,,,,,,,,
20260501100319_0100_037,20260501100319_0100,20260501100319,特上卓,0,s6u,12,4m,tsumogiri,1777597849,711.02,,0,,"[101,2,9,85,59,33,103,7,25,82,62,53,29,12]",,,,1234789m 567p 3488s,,,,0,0,5,25s,0,,,,,,
20260501100319_0100_038,20260501100319_0100,20260501100319,特上卓,1,n675,79,2s,risekichu_hokan_tsumogiri,1777597851,1135.723,,0,,"[101,2,9,85,59,33,103,7,25,82,62,53,29]",,,,123789m 567p 3488s,,,,,,,,,,,,,,
20260501100319_0100_039,20260501100319_0100,20260501100319,特上卓,2,Didi,14,4m,tedashi,1777597853,2857.03,,0,,"[101,2,9,85,59,33,103,7,25,82,62,53,29]",,,,123789m 567p 3488s,,,,,,,,,,,,,,
20260501100319_0100_040,20260501100319_0100,20260501100319,特上卓,3,フレーゲデパルト,15,4m,tedashi,1777597856,2242.966,,0,,"[101,2,9,85,59,33,103,7,25,82,62,53,29]",,,,123789m 567p 3488s,,,,,,,,,,,,,,
20260501100319_0100_041,20260501100319_0100,20260501100319,特上卓,0,s6u,74,1s,tsumogiri,1777597856,732.437,,1,1697.767,"[101,2,9,85,59,33,103,7,25,82,62,53,29,74]",,,,123789m 567p 13488s,,,,0,0,5,25s,0,,,,,,
20260501100319_0100_042,20260501100319_0100,20260501100319,特上卓,1,n675,0,1m,risekichu_hokan_tsumogiri,1777597858,83.853,,0,,"[101,2,9,85,59,33,103,7,25,82,62,53,29]",,,,123789m 567p 3488s,,,,,,,,,,,,,,
20260501100319_0100_043,20260501100319_0100,20260501100319,特上卓,2,Didi,134,7z,tedashi,1777597861,3036.404,,0,,"[101,2,9,85,59,33,103,7,25,82,62,53,29]",,,,123789m 567p 3488s,,,,,,,,,,,,,,
20260501100319_0100_044,20260501100319_0100,20260501100319,特上卓,3,フレーゲデパルト,3,1m,tedashi,1777597863,1617.421,,1,3787.221,"[101,2,9,85,59,33,103,7,25,82,62,53,29]",,,,123789m 567p 3488s,,,,,,,,,,,,,,
20260501100319_0100_045,20260501100319_0100,20260501100319,特上卓,0,s6u,131,6z,tsumogiri,1777597867,321.292,,0,,"[101,2,9,85,59,33,103,7,25,82,62,53,29,131]",,,,123789m 567p 3488s 6z,,,,0,0,5,25s,0,,,,,,
20260501100319_0100_046,20260501100319_0100,20260501100319,特上卓,1,n675,91,5s,risekichu_hokan_tsumogiri,1777597868,734.397,,0,,"[101,2,9,85,59,33,103,7,25,82,62,53,29]",,,,123789m 567p 3488s,,,,,,,,,,,,,,
20260501100319_0100_047,20260501100319_0100,20260501100319,特上卓,2,Didi,133,7z,tedashi,1777597870,2743.585,,0,,"[101,2,9,85,59,33,103,7,25,82,62,53,29]",,,,123789m 567p 3488s,,,,,,,,,,,,,,
20260501100319_0100_048,20260501100319_0100,20260501100319,特上卓,3,フレーゲデパルト,115,2z,risekichu_hokan_tsumogiri,1777597875,4501.598,,0,,"[101,2,9,85,59,33,103,7,25,82,62,53,29]",,,,123789m 567p 3488s,,,,,,,,,,,,,,
20260501100319_0200_000,20260501100319_0200,20260501100319,特上卓,0,s6u,7,2m,tedashi,1777597894,,,0,,"[69,71,53,30,7,32,101,91,27,92,61,46,52,94]",,,,2789m 3r55799p 5668s,,,,2,2,3,,0,,,,,,
20260501100319_0200_001,20260501100319_0200,20260501100319,特上卓,1,n675,68,9p,tedashi,1777597899,4309.855,,1,1788.015,"[69,71,53,30,32,101,91,27,92,61,46,52,94]",,,,789m 3r55799p 5668s,,,,,,,,,,,,,,
20260501100319_0200_002,20260501100319_0200,20260501100319,特上卓,2,Didi,113,2z,tedashi,1777597903,2279.954,,0,,"[69,71,53,30,32,101,91,27,92,61,46,52,94]",,,,789m 3r55799p 5668s,,,,,,,,,,,,,,
20260501100319_0200_003,20260501100319_0200,20260501100319,特上卓,3,フレーゲデパルト,111,1z,tedashi,1777597904,766.188,,0,,"[69,71,53,30,32,101,91,27,92,61,46,52,94]",,,,789m 3r55799p 5668s,,,,,,,,,,,,,,
20260501100319_0200_004,20260501100319_0200,20260501100319,特上卓,0,s6u,107,9s,tsumogiri,1777597908,4492.425,,0,,"[69,71,53,30,32,101,91,27,92,61,46,52,94,107]",,,,789m 3r55799p 56689s,,,,2,2,3,,0,,,,,,
20260501100319_0200_005,20260501100319_0200,20260501100319,特上卓,1,n675,118,3z,tedashi,1777597911,3268.694,,0,,"[69,71,53,30,32,101,91,27,92,61,46,52,94]",,,,789m 3r55799p 5668s,,,,,,,,,,,,,,
20260501100319_0200_006,20260501100319_0200,20260501100319,特上卓,2,Didi,131,6z,tedashi,1777597913,1658.077,,0,,"[69,71,53,30,32,101,91,27,92,61,46,52,94]",,,,789m 3r55799p 5668s,,,,,,,,,,,,,,
