discard_id,kyoku_id,hanchan_id,go_type,go_type_hex,room_class_code,room_class_label,kyoku_info,player_rel_seat,player_name,discard_tile_136,discard_tile_37_text,tsumogiri_flag,discard_epoch_s,thinking_time_ms,thinking_time_before_reach_ms,lagged,lag_delay_ms,seat0_hand_tiles_136_json,seat1_hand_tiles_136_json,seat2_hand_tiles_136_json,seat3_hand_tiles_136_json,seat0_hand_tiles_37_text,seat1_hand_tiles_37_text,seat2_hand_tiles_37_text,seat3_hand_tiles_37_text,shanten_after_discard,shanten_normal_after_discard,shanten_chiitoitsu_after_discard,wait_tiles_after_discard_mspz,ryanmen_fixed_flag,pystyle_top1_tile_37_text,pystyle_top1_expected_value_text,pystyle_top2_tile_37_text,pystyle_top2_expected_value_text,pystyle_top3_tile_37_text,pystyle_top3_expected_value_text
20260410105309_0100_036,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,1,かずきかずき,0,1m,risekichu_hokan_tsumogiri,1775786300,758.33,,0,,"[2,19,56,61,65,70,71,88,92,93,111,130,42]",,,,15m 267899p r566s 16z,,,,,,,,,,,,,,
20260410105309_0100_037,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,2,マタギ,60,7p,risekichu_hokan_tsumogiri,1775786309,8801.499,,0,,"[2,19,56,61,65,70,71,88,92,93,111,130,42]",,,,15m 267899p r566s 16z,,,,,,,,,,,,,,
20260410105309_0100_038,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,3,セイジ,13,4m,tedashi,1775786312,2999.391,,0,,"[2,19,56,61,65,70,71,88,92,93,111,130,42]",,,,15m 267899p r566s 16z,,,,,,,,,,,,,,
20260410105309_0100_039,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,0,パシフィック,9,3m,tsumogiri,1775786312,686.308,,0,,"[2,19,56,61,65,70,71,88,92,93,111,130,42,9]",,,,135m 267899p r566s 16z,,,,3,3,4,,0,,,,,,
20260410105309_0100_040,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,1,かずきかずき,6,2m,risekichu_hokan_tsumogiri,1775786313,1259.862,,0,,"[2,19,56,61,65,70,71,88,92,93,111,130,42]",,,,15m 267899p r566s 16z,,,,,,,,,,,,,,
20260410105309_0100_041,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,2,マタギ,32,9m,risekichu_hokan_tsumogiri,1775786317,3745.119,,6,311.768,"[2,19,56,61,65,70,71,88,92,93,111,130,42]",,,,15m 267899p r566s 16z,,,,,,,,,,,,,,
20260410105309_0100_042,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,3,セイジ,14,4m,tedashi,1775786319,1544.891,,0,,"[2,19,56,61,65,70,71,88,92,93,111,130,42]",,,,15m 267899p r566s 16z,,,,,,,,,,,,,,
20260410105309_0100_043,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,0,パシフィック,131,6z,tsumogiri,1775786320,682.143,,0,,"[2,19,56,61,65,70,71,88,92,93,111,130,42,131]",,,,15m 267899p r566s 166z,,,,3,3,3,,0,,,,,,
20260410105309_0100_044,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,1,かずきかずき,31,8m,risekichu_hokan_tsumogiri,1775786321,1231.74,,0,,"[2,19,56,61,65,70,71,88,92,93,111,130,42]",,,,15m 267899p r566s 16z,,,,,,,,,,,,,,
20260410105309_0100_045,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,2,マタギ,18,5m,tedashi,1775786325,4442.644,,1,1848.625,"[2,19,56,61,65,70,71,88,92,93,111,130,42]",,,,15m 267899p r566s 16z,,,,,,,,,,,,,,
20260410105309_0100_046,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,3,セイジ,97,7s,tedashi,1775786338,10580.867,,6,204.761,"[2,19,56,61,65,70,71,88,92,93,111,130,42]",,,,15m 267899p r566s 16z,,,,,,,,,,,,,,
20260410105309_0100_047,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,0,パシフィック,25,7m,tsumogiri,1775786339,485.859,,0,,"[2,19,56,61,65,70,71,88,92,93,111,130,42,25]",,,,157m 267899p r566s 16z,,,,3,3,4,,0,,,,,,
20260410105309_0100_048,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,1,かずきかずき,127,5z,risekichu_hokan_tsumogiri,1775786340,1236.827,,0,,"[2,19,56,61,65,70,71,88,92,93,111,130,42]",,,,15m 267899p r566s 16z,,,,,,,,,,,,,,
20260410105309_0100_049,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,2,マタギ,114,2z,risekichu_hokan_tsumogiri,1775786343,2758.69,,0,,"[2,19,56,61,65,70,71,88,92,93,111,130,42]",,,,15m 267899p r566s 16z,,,,,,,,,,,,,,
20260410105309_0100_050,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,3,セイジ,29,8m,tedashi,1775786345,2074.796,,0,,"[2,19,56,61,65,70,71,88,92,93,111,130,42]",,,,15m 267899p r566s 16z,,,,,,,,,,,,,,
20260410105309_0100_051,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,0,パシフィック,99,7s,tsumogiri,1775786345,701.606,,0,,"[2,19,56,61,65,70,71,88,92,93,111,130,42,99]",,,,15m 267899p r5667s 16z,,,,3,3,4,,0,,,,,,
20260410105309_0100_052,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,1,かずきかずき,104,9s,risekichu_hokan_tsumogiri,1775786347,1291.28,,0,,"[2,19,56,61,65,70,71,88,92,93,111,130,42]",,,,15m 267899p r566s 16z,,,,,,,,,,,,,,
20260410105309_0100_053,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,2,マタギ,1,1m,risekichu_hokan_tsumogiri,1775786349,2803.533,,0,,"[2,19,56,61,65,70,71,88,92,93,111,130,42]",,,,15m 267899p r566s 16z,,,,,,,,,,,,,,
20260410105309_0100_054,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,3,セイジ,39,1p,risekichu_hokan_tsumogiri,1775786353,3507.762,,0,,"[2,19,56,61,65,70,71,88,92,93,111,130,42]",,,,15m 267899p r566s 16z,,,,,,,,,,,,,,
20260410105309_0100_055,20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,0,パシフィック,44,3p,tsumogiri,1775786354,679.676,,0,,"[2,19,56,61,65,70,71,88,92,93,111,130,42,44]",,,,15m 2367899p r566s 16z,,,,3,3,4,,0,,,,,,
20260410105309_0101_000,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,1,かずきかずき,126,5z,tedashi,1775786372,,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_001,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,2,マタギ,75,1s,tedashi,1775786375,3554.945,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_002,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,3,セイジ,128,6z,tedashi,1775786379,3498.535,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_003,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,0,パシフィック,110,1z,tsumogiri,1775786396,16696.014,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109,110]",,,,288m 22p 13499s 1177z,,,,1,3,1,,0,,,,,,
20260410105309_0101_004,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,1,かずきかずき,33,9m,risekichu_hokan_tsumogiri,1775786398,2407.973,,1,1946.173,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_005,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,2,マタギ,71,9p,tedashi,1775786402,2254.079,,6,307.144,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_006,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,3,セイジ,42,2p,tedashi,1775786404,1817.543,,6,200.269,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_007,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,0,パシフィック,4,2m,tsumogiri,1775786405,485.164,,1,1691.795,"[81,107,72,41,85,104,7,30,135,132,31,40,109,4]",,,,2288m 22p 13499s 177z,,,,1,3,1,,0,,,,,,
20260410105309_0101_008,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,1,かずきかずき,134,7z,tedashi,1775786408,1173.375,,6,200.432,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_009,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,2,マタギ,131,6z,risekichu_hokan_tsumogiri,1775786410,2130.984,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_010,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,3,セイジ,73,1s,tedashi,1775786414,4058.536,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_011,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,0,パシフィック,116,3z,tsumogiri,1775786415,688.354,,1,3102.844,"[81,107,72,41,85,104,7,30,135,132,31,40,109,116]",,,,288m 22p 13499s 1377z,,,,2,3,2,,0,,,,,,
