discard_id,kyoku_id,hanchan_id,room_class_label,player_rel_seat,player_name,discard_tile_136,discard_tile_37_text,tsumogiri_flag,discard_epoch_s,thinking_time_ms,thinking_time_before_reach_ms,lagged,lag_delay_ms,seat0_hand_tiles_136_json,seat1_hand_tiles_136_json,seat2_hand_tiles_136_json,seat3_hand_tiles_136_json,seat0_hand_tiles_37_text,seat1_hand_tiles_37_text,seat2_hand_tiles_37_text,seat3_hand_tiles_37_text,shanten_after_discard,shanten_normal_after_discard,shanten_chiitoitsu_after_discard,wait_tiles_after_discard_mspz,ryanmen_fixed_flag,pystyle_top1_tile_37_text,pystyle_top1_expected_value_text,pystyle_top2_tile_37_text,pystyle_top2_expected_value_text,pystyle_top3_tile_37_text,pystyle_top3_expected_value_text
20260412052922_0000_000,20260412052922_0000,20260412052922,特上卓,1,こいきき,113,2z,tedashi,1775939365,,,0,,"[40,78,135,9,41,29,114,126,122,80,59,38,103]","[15,74,73,69,97,39,25,130,36,113,89,127,52,23]","[50,110,95,62,109,132,64,81,90,32,30,54,47]","[101,94,57,128,71,79,65,3,131,43,22,21,60]",38m 1226p 238s 2457z,467m 11r59p 1157s 256z,89m 34578p 356s 117z,166m 26789p 268s 66z,4,4,4,,0,,,,,,
20260412052922_0000_001,20260412052922_0000,20260412052922,特上卓,2,Fsight,30,8m,tedashi,1775939370,4297.39,,0,,"[40,78,135,9,41,29,114,126,122,80,59,38,103]","[15,74,73,69,97,39,25,130,36,89,127,52,23]","[50,110,95,62,109,132,64,81,90,32,30,54,47,63]","[101,94,57,128,71,79,65,3,131,43,22,21,60]",38m 1226p 238s 2457z,467m 11r59p 1157s 56z,89m 345778p 356s 117z,166m 26789p 268s 66z,2,2,4,,0,,,,,,
20260412052922_0000_002,20260412052922_0000,20260412052922,特上卓,3,skybit,79,2s,tedashi,1775939372,2139.518,,0,,"[40,78,135,9,41,29,114,126,122,80,59,38,103]","[15,74,73,69,97,39,25,130,36,89,127,52,23]","[50,110,95,62,109,132,64,81,90,32,54,47,63]","[101,94,57,128,71,79,65,3,131,43,22,21,60,7]",38m 1226p 238s 2457z,467m 11r59p 1157s 56z,9m 345778p 356s 117z,1266m 26789p 268s 66z,2,2,4,,0,,,,,,
20260412052922_0000_003,20260412052922_0000,20260412052922,特上卓,0,s6u,114,2z,tedashi,1775939373,1371.457,,0,,"[40,78,135,9,41,29,114,126,122,80,59,38,103,108]","[15,74,73,69,97,39,25,130,36,89,127,52,23]","[50,110,95,62,109,132,64,81,90,32,54,47,63]","[101,94,57,128,71,65,3,131,43,22,21,60,7]",38m 1226p 238s 12457z,467m 11r59p 1157s 56z,9m 345778p 356s 117z,1266m 26789p 68s 66z,5,6,5,,0,,,,,,
20260412052922_0000_004,20260412052922_0000,20260412052922,特上卓,1,こいきき,130,6z,tedashi,1775939374,1371.655,,2,1065.819,"[40,78,135,9,41,29,126,122,80,59,38,103,108]","[15,74,73,69,97,39,25,130,36,89,127,52,23,124]","[50,110,95,62,109,132,64,81,90,32,54,47,63]","[101,94,57,128,71,65,3,131,43,22,21,60,7]",38m 1226p 238s 1457z,467m 11r59p 1157s 556z,9m 345778p 356s 117z,1266m 26789p 68s 66z,3,3,3,,0,,,,,,
20260412052922_0000_005,20260412052922_0000,20260412052922,特上卓,3,skybit,43,2p,tedashi,1775939376,663.283,,3,1502.759,"[40,78,135,9,41,29,126,122,80,59,38,103,108]","[15,74,73,69,97,39,25,36,89,127,52,23,124]","[50,110,95,62,109,132,64,81,90,32,54,47,63]","[101,94,57,71,65,3,43,22,21,60,7]",38m 1226p 238s 1457z,467m 11r59p 1157s 55z,9m 345778p 356s 117z,1266m 26789p 68s,1,1,,,0,,,,,,
20260412052922_0000_006,20260412052922_0000,20260412052922,特上卓,0,s6u,108,1z,tedashi,1775939380,1956.91,,3,599.504,"[40,78,135,9,41,29,126,122,80,59,38,103,108,112]","[15,74,73,69,97,39,25,36,89,127,52,23,124]","[50,110,95,62,109,132,64,81,90,32,54,47,63]","[101,94,57,71,65,3,22,21,60,7]",38m 1226p 238s 12457z,467m 11r59p 1157s 55z,9m 345778p 356s 117z,1266m 6789p 68s,5,6,5,,0,,,,,,
20260412052922_0000_007,20260412052922_0000,20260412052922,特上卓,1,こいきき,69,9p,tedashi,1775939381,1086.071,,6,392.372,"[40,78,135,9,41,29,126,122,80,59,38,103,112]","[15,74,73,69,97,39,25,36,89,127,52,23,124,99]","[50,110,95,62,109,132,64,81,90,32,54,47,63]","[101,94,57,71,65,3,22,21,60,7]",38m 1226p 238s 2457z,467m 11r59p 11577s 55z,9m 345778p 356s 117z,1266m 6789p 68s,2,3,2,,0,,,,,,
20260412052922_0000_008,20260412052922_0000,20260412052922,特上卓,2,Fsight,32,9m,tedashi,1775939383,1300.087,,0,,"[40,78,135,9,41,29,126,122,80,59,38,103,112]","[15,74,73,97,39,25,36,89,127,52,23,124,99]","[50,110,95,62,109,132,64,81,90,32,54,47,63,58]","[101,94,57,71,65,3,22,21,60,7]",38m 1226p 238s 2457z,467m 11r5p 11577s 55z,9m 3456778p 356s 117z,1266m 6789p 68s,2,2,4,,0,,,,,,
20260412052922_0000_009,20260412052922_0000,20260412052922,特上卓,3,skybit,71,9p,tedashi,1775939385,2267.717,,0,,"[40,78,135,9,41,29,126,122,80,59,38,103,112]","[15,74,73,97,39,25,36,89,127,52,23,124,99]","[50,110,95,62,109,132,64,81,90,54,47,63,58]","[101,94,57,71,65,3,22,21,60,7,2]",38m 1226p 238s 2457z,467m 11r5p 11577s 55z,3456778p 356s 117z,11266m 6789p 68s,1,1,,,0,,,,,,
20260412052922_0000_010,20260412052922_0000,20260412052922,特上卓,0,s6u,112,2z,tedashi,1775939388,3093.524,,0,,"[40,78,135,9,41,29,126,122,80,59,38,103,112,1]","[15,74,73,97,39,25,36,89,127,52,23,124,99]","[50,110,95,62,109,132,64,81,90,54,47,63,58]","[101,94,57,65,3,22,21,60,7,2]",138m 1226p 238s 2457z,467m 11r5p 11577s 55z,3456778p 356s 117z,11266m 678p 68s,5,5,5,,0,,,,,,
20260412052922_0000_011,20260412052922_0000,20260412052922,特上卓,1,こいきき,111,1z,risekichu_hokan_tsumogiri,1775939391,2208.739,,2,1620.427,"[40,78,135,9,41,29,126,122,80,59,38,103,1]","[15,74,73,97,39,25,36,89,127,52,23,124,99,111]","[50,110,95,62,109,132,64,81,90,54,47,63,58]","[101,94,57,65,3,22,21,60,7,2]",138m 1226p 238s 457z,467m 11r5p 11577s 155z,3456778p 356s 117z,11266m 678p 68s,2,3,2,,0,,,,,,
20260412052922_0000_012,20260412052922_0000,20260412052922,特上卓,2,Fsight,81,3s,tedashi,1775939393,730.1,,0,,"[40,78,135,9,41,29,126,122,80,59,38,103,1]","[15,74,73,97,39,25,36,89,127,52,23,124,99]","[50,95,62,132,64,81,90,54,47,63,58]","[101,94,57,65,3,22,21,60,7,2]",138m 1226p 238s 457z,467m 11r5p 11577s 55z,3456778p 356s 7z,11266m 678p 68s,1,1,,,0,,,,,,
20260412052922_0000_013,20260412052922_0000,20260412052922,特上卓,3,skybit,101,8s,tedashi,1775939400,6641.815,,0,,"[40,78,135,9,41,29,126,122,80,59,38,103,1]","[15,74,73,97,39,25,36,89,127,52,23,124,99]","[50,95,62,132,64,90,54,47,63,58]","[101,94,57,65,3,22,21,60,7,2,5]",138m 1226p 238s 457z,467m 11r5p 11577s 55z,3456778p 56s 7z,112266m 678p 68s,1,1,,,0,,,,,,
20260412052922_0000_014,20260412052922_0000,20260412052922,特上卓,0,s6u,126,5z,tedashi,1775939406,6067.088,,2,1157.84,"[40,78,135,9,41,29,126,122,80,59,38,103,1,48]","[15,74,73,97,39,25,36,89,127,52,23,124,99]","[50,95,62,132,64,90,54,47,63,58]","[94,57,65,3,22,21,60,7,2,5]",138m 12246p 238s 457z,467m 11r5p 11577s 55z,3456778p 56s 7z,112266m 678p 6s,4,4,5,,0,,,,,,
20260412052922_0000_015,20260412052922_0000,20260412052922,特上卓,1,こいきき,15,4m,tedashi,1775939408,960.318,,0,,"[40,78,135,9,41,29,122,80,59,38,103,1,48]","[15,74,73,97,39,25,36,89,52,23,99]","[50,95,62,132,64,90,54,47,63,58]","[94,57,65,3,22,21,60,7,2,5]",138m 12246p 238s 47z,467m 11r5p 11577s,3456778p 56s 7z,112266m 678p 6s,2,2,,,0,,,,,,
20260412052922_0000_016,20260412052922_0000,20260412052922,特上卓,2,Fsight,105,9s,risekichu_hokan_tsumogiri,1775939410,1893.585,,0,,"[40,78,135,9,41,29,122,80,59,38,103,1,48]","[74,73,97,39,25,36,89,52,23,99]","[50,95,62,132,64,90,54,47,63,58,105]","[94,57,65,3,22,21,60,7,2,5]",138m 12246p 238s 47z,67m 11r5p 11577s,3456778p 569s 7z,112266m 678p 6s,1,1,,,0,,,,,,
20260412052922_0000_017,20260412052922_0000,20260412052922,特上卓,3,skybit,100,8s,risekichu_hokan_tsumogiri,1775939413,3748.479,,0,,"[40,78,135,9,41,29,122,80,59,38,103,1,48]","[74,73,97,39,25,36,89,52,23,99]","[50,95,62,132,64,90,54,47,63,58]","[94,57,65,3,22,21,60,7,2,5,100]",138m 12246p 238s 47z,67m 11r5p 11577s,3456778p 56s 7z,112266m 678p 68s,1,1,,,0,,,,,,
20260412052922_0000_018,20260412052922_0000,20260412052922,特上卓,0,s6u,135,7z,tedashi,1775939417,3196.568,,0,,"[40,78,135,9,41,29,122,80,59,38,103,1,48,72]","[74,73,97,39,25,36,89,52,23,99]","[50,95,62,132,64,90,54,47,63,58]","[94,57,65,3,22,21,60,7,2,5]",138m 12246p 1238s 47z,67m 11r5p 11577s,3456778p 56s 7z,112266m 678p 6s,3,3,5,,0,,,,,,
20260412052922_0000_019,20260412052922_0000,20260412052922,特上卓,1,こいきき,99,7s,tedashi,1775939418,1730.256,,3,1604.671,"[40,78,9,41,29,122,80,59,38,103,1,48,72]","[74,73,97,39,25,36,89,52,23,99,93]","[50,95,62,132,64,90,54,47,63,58]","[94,57,65,3,22,21,60,7,2,5]",138m 12246p 1238s 4z,67m 11r5p 115677s,3456778p 56s 7z,112266m 678p 6s,1,1,,,0,,,,,,
20260412052922_0000_020,20260412052922_0000,20260412052922,特上卓,2,Fsight,26,7m,risekichu_hokan_tsumogiri,1775939421,1080.345,,0,,"[40,78,9,41,29,122,80,59,38,103,1,48,72]","[74,73,97,39,25,36,89,52,23,93]","[50,95,62,132,64,90,54,47,63,58,26]","[94,57,65,3,22,21,60,7,2,5]",138m 12246p 1238s 4z,67m 11r5p 11567s,7m 3456778p 56s 7z,112266m 678p 6s,1,1,,,0,,,,,,
20260412052922_0000_021,20260412052922_0000,20260412052922,特上卓,3,skybit,94,6s,tedashi,1775939423,2319.108,,0,,"[40,78,9,41,29,122,80,59,38,103,1,48,72]","[74,73,97,39,25,36,89,52,23,93]","[50,95,62,132,64,90,54,47,63,58]","[94,57,65,3,22,21,60,7,2,5,119]",138m 12246p 1238s 4z,67m 11r5p 11567s,3456778p 56s 7z,112266m 678p 6s 3z,1,1,,,0,,,,,,
20260412052922_0000_022,20260412052922_0000,20260412052922,特上卓,0,s6u,38,1p,tedashi,1775939433,9222.872,,2,1405.507,"[40,78,9,41,29,122,80,59,38,103,1,48,72,31]","[74,73,97,39,25,36,89,52,23,93]","[50,95,62,132,64,90,54,47,63,58]","[57,65,3,22,21,60,7,2,5,119]",1388m 12246p 1238s 4z,67m 11r5p 11567s,3456778p 56s 7z,112266m 678p 3z,2,2,4,,0,,,,,,
20260412052922_0000_023,20260412052922_0000,20260412052922,特上卓,1,こいきき,52,r5p,tedashi,1775939436,1589.546,,2,6127.683,"[40,78,9,41,29,122,80,59,103,1,48,72,31]","[74,73,97,25,89,52,23,93]","[50,95,62,132,64,90,54,47,63,58]","[57,65,3,22,21,60,7,2,5,119]",1388m 2246p 1238s 4z,67m r5p 11567s,3456778p 56s 7z,112266m 678p 3z,0,0,,58m,0,,,,,,
20260412052922_0000_024,20260412052922_0000,20260412052922,特上卓,2,Fsight,90,5s,tedashi,1775939443,1175.256,,0,,"[40,78,9,41,29,122,80,59,103,1,48,72,31]","[74,73,97,25,89,23,93]","[50,95,132,64,90,54,47,63]","[57,65,3,22,21,60,7,2,5,119]",1388m 2246p 1238s 4z,67m 11567s,34578p 56s 7z,112266m 678p 3z,1,1,,,0,,,,,,
20260412052922_0000_025,20260412052922_0000,20260412052922,特上卓,3,skybit,125,5z,risekichu_hokan_tsumogiri,1775939445,2025.474,,0,,"[40,78,9,41,29,122,80,59,103,1,48,72,31]","[74,73,97,25,89,23,93]","[50,95,132,64,54,47,63]","[57,65,3,22,21,60,7,2,5,119,125]",1388m 2246p 1238s 4z,67m 11567s,34578p 6s 7z,112266m 678p 35z,1,1,,,0,,,,,,
20260412052922_0000_026,20260412052922_0000,20260412052922,特上卓,0,s6u,122,4z,tedashi,1775939448,2607.308,,0,,"[40,78,9,41,29,122,80,59,103,1,48,72,31,107]","[74,73,97,25,89,23,93]","[50,95,132,64,54,47,63]","[57,65,3,22,21,60,7,2,5,119]",1388m 2246p 12389s 4z,67m 11567s,34578p 6s 7z,112266m 678p 3z,2,2,4,,0,,,,,,
20260412052922_0001_000,20260412052922_0001,20260412052922,特上卓,1,こいきき,119,3z,tedashi,1775939462,,,0,,"[67,123,81,89,84,71,42,36,8,27,76,35,47]","[109,38,64,70,60,105,54,41,75,10,59,95,119,5]","[12,120,124,55,17,63,116,102,25,29,30,11,53]","[79,106,132,61,2,118,91,130,56,22,90,115,62]",379m 12389p 2345s 4z,23m 1256789p 169s 13z,345788m 557p 8s 345z,16m 677p 2559s 2367z,3,3,6,,0,,,,,,
20260412052922_0001_001,20260412052922_0001,20260412052922,特上卓,2,Fsight,116,3z,tedashi,1775939465,2519.419,,0,,"[67,123,81,89,84,71,42,36,8,27,76,35,47]","[109,38,64,70,60,105,54,41,75,10,59,95,5]","[12,120,124,55,17,63,116,102,25,29,30,11,53,13]","[79,106,132,61,2,118,91,130,56,22,90,115,62]",379m 12389p 2345s 4z,23m 1256789p 169s 1z,3445788m 557p 8s 345z,16m 677p 2559s 2367z,3,4,3,,0,,,,,,
20260412052922_0001_002,20260412052922_0001,20260412052922,特上卓,3,skybit,118,3z,tedashi,1775939466,1534.489,,5,1584.423,"[67,123,81,89,84,71,42,36,8,27,76,35,47]","[109,38,64,70,60,105,54,41,75,10,59,95,5]","[12,120,124,55,17,63,102,25,29,30,11,53,13]","[79,106,132,61,2,118,91,130,56,22,90,115,62,68]",379m 12389p 2345s 4z,23m 1256789p 169s 1z,3445788m 557p 8s 45z,16m 6779p 2559s 2367z,4,5,4,,0,,,,,,
20260412052922_0001_003,20260412052922_0001,20260412052922,特上卓,0,s6u,123,4z,tedashi,1775939470,2386.436,,0,,"[67,123,81,89,84,71,42,36,8,27,76,35,47,87]","[109,38,64,70,60,105,54,41,75,10,59,95,5]","[12,120,124,55,17,63,102,25,29,30,11,53,13]","[79,106,132,61,2,91,130,56,22,90,115,62,68]",379m 12389p 23445s 4z,23m 1256789p 169s 1z,3445788m 557p 8s 45z,16m 6779p 2559s 267z,2,2,5,,0,,,,,,
20260412052922_0001_004,20260412052922_0001,20260412052922,特上卓,1,こいきき,75,1s,tedashi,1775939474,3816.363,,0,,"[67,81,89,84,71,42,36,8,27,76,35,47,87]","[109,38,64,70,60,105,54,41,75,10,59,95,5,98]","[12,120,124,55,17,63,102,25,29,30,11,53,13]","[79,106,132,61,2,91,130,56,22,90,115,62,68]",379m 12389p 23445s,23m 1256789p 1679s 1z,3445788m 557p 8s 45z,16m 6779p 2559s 267z,3,3,6,,0,,,,,,
20260412052922_0001_005,20260412052922_0001,20260412052922,特上卓,2,Fsight,120,4z,tedashi,1775939476,1718.577,,0,,"[67,81,89,84,71,42,36,8,27,76,35,47,87]","[109,38,64,70,60,105,54,41,10,59,95,5,98]","[12,120,124,55,17,63,102,25,29,30,11,53,13,82]","[79,106,132,61,2,91,130,56,22,90,115,62,68]",379m 12389p 23445s,23m 1256789p 679s 1z,3445788m 557p 38s 45z,16m 6779p 2559s 267z,3,4,3,,0,,,,,,
20260412052922_0001_006,20260412052922_0001,20260412052922,特上卓,3,skybit,115,2z,tedashi,1775939477,1614.952,,0,,"[67,81,89,84,71,42,36,8,27,76,35,47,87]","[109,38,64,70,60,105,54,41,10,59,95,5,98]","[12,124,55,17,63,102,25,29,30,11,53,13,82]","[79,106,132,61,2,91,130,56,22,90,115,62,68,46]",379m 12389p 23445s,23m 1256789p 679s 1z,3445788m 557p 38s 5z,16m 36779p 2559s 267z,4,5,4,,0,,,,,,
20260412052922_0001_007,20260412052922_0001,20260412052922,特上卓,0,s6u,71,9p,tedashi,1775939490,12713.608,,6,378.769,"[67,81,89,84,71,42,36,8,27,76,35,47,87,88]","[109,38,64,70,60,105,54,41,10,59,95,5,98]","[12,124,55,17,63,102,25,29,30,11,53,13,82]","[79,106,132,61,2,91,130,56,22,90,62,68,46]",379m 12389p 2344r55s,23m 1256789p 679s 1z,3445788m 557p 38s 5z,16m 36779p 2559s 67z,1,1,4,,0,,,,,,
20260412052922_0001_008,20260412052922_0001,20260412052922,特上卓,1,こいきき,105,9s,tedashi,1775939492,1487.101,,0,,"[67,81,89,84,42,36,8,27,76,35,47,87,88]","[109,38,64,70,60,105,54,41,10,59,95,5,98,80]","[12,124,55,17,63,102,25,29,30,11,53,13,82]","[79,106,132,61,2,91,130,56,22,90,62,68,46]",379m 1238p 2344r55s,23m 1256789p 3679s 1z,3445788m 557p 38s 5z,16m 36779p 2559s 67z,3,3,6,,0,,,,,,
20260412052922_0001_009,20260412052922_0001,20260412052922,特上卓,2,Fsight,124,5z,tedashi,1775939494,1806.204,,0,,"[67,81,89,84,42,36,8,27,76,35,47,87,88]","[109,38,64,70,60,54,41,10,59,95,5,98,80]","[12,124,55,17,63,102,25,29,30,11,53,13,82,101]","[79,106,132,61,2,91,130,56,22,90,62,68,46]",379m 1238p 2344r55s,23m 1256789p 367s 1z,3445788m 557p 388s 5z,16m 36779p 2559s 67z,2,3,2,,0,,,,,,
20260412052922_0001_010,20260412052922_0001,20260412052922,特上卓,3,skybit,2,1m,tedashi,1775939496,1973.278,,0,,"[67,81,89,84,42,36,8,27,76,35,47,87,88]","[109,38,64,70,60,54,41,10,59,95,5,98,80]","[12,55,17,63,102,25,29,30,11,53,13,82,101]","[79,106,132,61,2,91,130,56,22,90,62,68,46,69]",379m 1238p 2344r55s,23m 1256789p 367s 1z,3445788m 557p 388s,16m 367799p 2559s 67z,3,5,3,,0,,,,,,
20260412052922_0001_011,20260412052922_0001,20260412052922,特上卓,0,s6u,67,8p,tedashi,1775939503,7812.883,,6,292.725,"[67,81,89,84,42,36,8,27,76,35,47,87,88,50]","[109,38,64,70,60,54,41,10,59,95,5,98,80]","[12,55,17,63,102,25,29,30,11,53,13,82,101]","[79,106,132,61,91,130,56,22,90,62,68,46,69]",379m 12348p 2344r55s,23m 1256789p 367s 1z,3445788m 557p 388s,6m 367799p 2559s 67z,2,2,4,,0,1p,2771pt,8p,2731pt,9m,2656pt
20260412052922_0001_012,20260412052922_0001,20260412052922,特上卓,1,こいきき,80,3s,tedashi,1775939505,1454.949,,0,,"[81,89,84,42,36,8,27,76,35,47,87,88,50]","[109,38,64,70,60,54,41,10,59,95,5,98,80,51]","[12,55,17,63,102,25,29,30,11,53,13,82,101]","[79,106,132,61,91,130,56,22,90,62,68,46,69]",379m 1234p 2344r55s,23m 12456789p 367s 1z,3445788m 557p 388s,6m 367799p 2559s 67z,2,2,6,,0,,,,,,
20260412052922_0001_013,20260412052922_0001,20260412052922,特上卓,2,Fsight,82,3s,tedashi,1775939508,2346.365,,0,,"[81,89,84,42,36,8,27,76,35,47,87,88,50]","[109,38,64,70,60,54,41,10,59,95,5,98,51]","[12,55,17,63,102,25,29,30,11,53,13,82,101,45]","[79,106,132,61,91,130,56,22,90,62,68,46,69]",379m 1234p 2344r55s,23m 12456789p 67s 1z,3445788m 3557p 388s,6m 367799p 2559s 67z,2,2,2,,0,,,,,,
20260412052922_0001_014,20260412052922_0001,20260412052922,特上卓,3,skybit,106,9s,tedashi,1775939512,4032.348,,0,,"[81,89,84,42,36,8,27,76,35,47,87,88,50]","[109,38,64,70,60,54,41,10,59,95,5,98,51]","[12,55,17,63,102,25,29,30,11,53,13,101,45]","[79,106,132,61,91,130,56,22,90,62,68,46,69,78]",379m 1234p 2344r55s,23m 12456789p 67s 1z,3445788m 3557p 88s,6m 367799p 22559s 67z,2,4,2,,0,,,,,,
20260412052922_0001_015,20260412052922_0001,20260412052922,特上卓,0,s6u,84,4s,tedashi,1775939518,6613.517,,0,,"[81,89,84,42,36,8,27,76,35,47,87,88,50,40]","[109,38,64,70,60,54,41,10,59,95,5,98,51]","[12,55,17,63,102,25,29,30,11,53,13,101,45]","[79,132,61,91,130,56,22,90,62,68,46,69,78]",379m 12234p 2344r55s,23m 12456789p 67s 1z,3445788m 3557p 88s,6m 367799p 2255s 67z,1,1,3,,0,4s,1623pt,1p,1525pt,2p,1498pt
20260412052922_0001_016,20260412052922_0001,20260412052922,特上卓,1,こいきき,109,1z,tedashi,1775939520,1877.718,,0,,"[81,89,42,36,8,27,76,35,47,87,88,50,40]","[109,38,64,70,60,54,41,10,59,95,5,98,51,99]","[12,55,17,63,102,25,29,30,11,53,13,101,45]","[79,132,61,91,130,56,22,90,62,68,46,69,78]",379m 12234p 234r55s,23m 12456789p 677s 1z,3445788m 3557p 88s,6m 367799p 2255s 67z,1,1,5,,0,,,,,,
20260412052922_0001_017,20260412052922_0001,20260412052922,特上卓,2,Fsight,63,7p,tedashi,1775939526,6245.317,,6,310.633,"[81,89,42,36,8,27,76,35,47,87,88,50,40]","[38,64,70,60,54,41,10,59,95,5,98,51,99]","[12,55,17,63,102,25,29,30,11,53,13,101,45,14]","[79,132,61,91,130,56,22,90,62,68,46,69,78]",379m 12234p 234r55s,23m 12456789p 677s,34445788m 3557p 88s,6m 367799p 2255s 67z,2,2,2,,0,,,,,,
20260412052922_0001_018,20260412052922_0001,20260412052922,特上卓,3,skybit,130,6z,tedashi,1775939532,5904.085,,0,,"[81,89,42,36,8,27,76,35,47,87,88,50,40]","[38,64,70,60,54,41,10,59,95,5,98,51,99]","[12,55,17,102,25,29,30,11,53,13,101,45,14]","[79,132,61,91,130,56,22,90,62,68,46,69,78,37]",379m 12234p 234r55s,23m 12456789p 677s,34445788m 355p 88s,6m 1367799p 2255s 67z,2,3,2,,0,,,,,,
20260412052922_0001_019,20260412052922_0001,20260412052922,特上卓,0,s6u,35,9m,tedashi,1775939537,4669.371,,0,,"[81,89,42,36,8,27,76,35,47,87,88,50,40,18]","[38,64,70,60,54,41,10,59,95,5,98,51,99]","[12,55,17,102,25,29,30,11,53,13,101,45,14]","[79,132,61,91,56,22,90,62,68,46,69,78,37]",3579m 12234p 234r55s,23m 12456789p 677s,34445788m 355p 88s,6m 1367799p 2255s 7z,1,1,4,,0,1p,2229pt,2p,2128pt,9m,2093pt
20260412052922_0001_020,20260412052922_0001,20260412052922,特上卓,1,こいきき,127,5z,risekichu_hokan_tsumogiri,1775939539,1731.037,,0,,"[81,89,42,36,8,27,76,47,87,88,50,40,18]","[38,64,70,60,54,41,10,59,95,5,98,51,99,127]","[12,55,17,102,25,29,30,11,53,13,101,45,14]","[79,132,61,91,56,22,90,62,68,46,69,78,37]",357m 12234p 234r55s,23m 12456789p 677s 5z,34445788m 355p 88s,6m 1367799p 2255s 7z,1,1,5,,0,,,,,,
20260412052922_0001_021,20260412052922_0001,20260412052922,特上卓,2,Fsight,111,1z,risekichu_hokan_tsumogiri,1775939541,1936.221,,0,,"[81,89,42,36,8,27,76,47,87,88,50,40,18]","[38,64,70,60,54,41,10,59,95,5,98,51,99]","[12,55,17,102,25,29,30,11,53,13,101,45,14,111]","[79,132,61,91,56,22,90,62,68,46,69,78,37]",357m 12234p 234r55s,23m 12456789p 677s,34445788m 355p 88s 1z,6m 1367799p 2255s 7z,2,2,2,,0,,,,,,
