agari_id,kyoku_id,hanchan_id,room_class_label,agari_epoch_s,winner_rel_seat,winner_name,from_rel_seat,from_name,is_tsumo,winning_tile_136,winning_tile_37_text,deal_in_discard_id,deal_in_round_discard_index,estimated_danger_percent,danger_estimate_source
20260414171043_0200_agari_341,20260414171043_0200,20260414171043,一般卓,1776154628,2,小助,2,小助,1,100,8s,,,,
20260414171043_0300_agari_493,20260414171043_0300,20260414171043,一般卓,1776154810,0,パシフィック,0,パシフィック,1,64,8p,,,,
20260414172200_0000_agari_123,20260414172200_0000,20260414172200,一般卓,1776155095,1,変身忍者,2,ミセスｋ,0,25,7m,20260414172200_0000_043,43,9.5,synthetic_tile
20260414172200_0301_agari_024,20260414172200_0301,20260414172200,一般卓,1776156002,2,ミセスｋ,2,ミセスｋ,1,83,3s,,,,
20260414174031_0000_agari_135,20260414174031_0000,20260414174031,,1776156237,0,パシフィック,0,パシフィック,1,44,3p,,,,
20260414174031_0100_agari_262,20260414174031_0100,20260414174031,,1776156453,1,ユウイチ,3,koda08,0,26,7m,20260414174031_0100_045,45,11.7,synthetic_tile
20260414174031_0200_agari_332,20260414174031_0200,20260414174031,,1776156583,2,HUTO,3,koda08,0,57,6p,20260414174031_0200_030,30,18.3,synthetic_tile
20260414180944_0000_agari_116,20260414180944_0000,20260414180944,上級卓,1776157936,2,NoName,2,NoName,1,17,5m,,,,
20260414180944_0100_agari_287,20260414180944_0100,20260414180944,上級卓,1776158137,3,レオプ－,3,レオプ－,1,84,4s,,,,
20260414180944_0200_agari_428,20260414180944_0200,20260414180944,上級卓,1776158321,3,レオプ－,2,NoName,0,130,6z,20260414180944_0200_048,48,2.0,synthetic_tile
20260414182620_0401_agari_371,20260414182620_0401,20260414182620,上級卓,1776160055,3,monohon,3,monohon,1,20,6m,,,,
20260414182620_0501_agari_130,20260414182620_0501,20260414182620,上級卓,1776160432,3,monohon,0,パシフィック,0,5,2m,20260414182620_0501_055,55,28.2,self_pre_discard_hand
20260414185553_0000_agari_016,20260414185553_0000,20260414185553,一般卓,1776160688,1,ここ姫,1,ここ姫,1,52,r5p,,,,
20260414185553_0100_agari_046,20260414185553_0100,20260414185553,一般卓,1776160863,3,チーズとクルミ,0,パシフィック,0,92,6s,20260414185553_0100_043,43,3.0,self_pre_discard_hand
20260414185553_0200_agari_035,20260414185553_0200,20260414185553,一般卓,1776161143,2,NoName,0,パシフィック,0,61,7p,20260414185553_0200_064,64,8.8,self_pre_discard_hand
20260414190818_0000_agari_091,20260414190818_0000,20260414190818,一般卓,1776161462,3,isamu713,1,ゆみん,0,45,3p,20260414190818_0000_041,41,26.0,synthetic_tile
20260414214015_0000_agari_209,20260414214015_0000,20260414214015,上級卓,1776170654,0,パシフィック,2,WKBXW,0,55,5p,20260414214015_0000_069,69,41.2,synthetic_tile
20260414214015_0100_agari_332,20260414214015_0100,20260414214015,上級卓,1776170828,1,優良会員・・・２,1,優良会員・・・２,1,87,4s,,,,
20260414214015_0200_agari_465,20260414214015_0200,20260414214015,上級卓,1776171068,2,WKBXW,2,WKBXW,1,13,4m,,,,
20260414214015_0300_agari_599,20260414214015_0300,20260414214015,上級卓,1776171227,0,パシフィック,0,パシフィック,1,92,6s,,,,
20260414214015_0301_agari_663,20260414214015_0301,20260414214015,上級卓,1776171303,1,優良会員・・・２,1,優良会員・・・２,1,106,9s,,,,
20260414214015_0501_agari_934,20260414214015_0501,20260414214015,上級卓,1776171649,3,NoName,1,優良会員・・・２,0,39,1p,20260414214015_0501_028,28,11.1,synthetic_tile
20260414214015_0600_agari_1023,20260414214015_0600,20260414214015,上級卓,1776171761,2,WKBXW,2,WKBXW,1,36,1p,,,,
20260414214015_0700_agari_1164,20260414214015_0700,20260414214015,上級卓,1776171940,1,優良会員・・・２,3,NoName,0,8,3m,20260414214015_0700_047,47,6.0,synthetic_tile
